1 0.47118 0.10302 0.05098 -0.26039 -0.08418 -0.19835 -0.05612 -0.05716 0.0121 -0.03429 -0.02482 -0.03531 -0.06296 -0.02599 0.06223 -0.10791 0.01513 0.01527 0.17396 -0.03814
0 0.30707 -0.26108 -0.01661 0.37222 -0.1753 0.18423 -0.04266 -0.03806 -0.01821 -0.11222 -0.06393 -0.0477 -0.02339 -0.02807 -0.06561 0.18145 0.00351 -0.05033 -0.15336 0.00017
0 0.25156 -0.31891 -0.28558 -0.16456 -0.00184 0.04028 -0.26022 0.17824 -0.0845 0.05994 -0.17239 -0.16219 0.02937 0.14258 -0.01838 -0.02703 0.04607 -0.05507 -0.02352 0.05103
0 0.02963 -0.41904 -0.29598 -0.34883 0.03441 0.09239 -0.15541 0.10531 0.24411 0.08366 -0.12205 0.0651 0.05324 0.01742 -0.05699 -0.04924 0.10569 0.02656 0.07935 0.08719
0 -0.25834 0.41628 -0.08255 0.16867 -0.00468 0.28495 -0.09682 -0.12452 0.0765 0.22763 -0.06698 -0.07267 -0.01759 0.07492 0.07193 -0.10794 -0.21478 0.24903 -0.04785 0.0266
0 -0.30872 -0.30968 0.44205 -0.03859 0.18736 0.00076 -0.12633 -0.07237 0.01629 -0.11372 0.00315 0.1198 0.02834 0.01947 0.28224 -0.19313 -0.055 -0.19927 -0.02972 -0.09359
0 0.32944 -0.19924 -0.09971 0.38619 -0.25693 0.19532 -0.15043 -0.04989 -0.06757 -0.07951 -0.10581 -0.01124 -0.06602 0.0698 0.00851 0.0104 0.07082 -0.05896 -0.01418 0.01712
0 0.36269 -0.2983 -0.25763 0.03785 -0.00896 -0.00719 -0.25699 0.12121 -0.13825 0.00596 -0.1196 -0.19447 0.00945 0.1323 -0.01348 -0.03582 0.02363 -0.06454 -0.06868 0.0234
0 0.13806 0.45145 -0.04815 -0.11324 0.32859 -0.07202 -0.01981 -0.08844 -0.12726 -0.07403 -0.02697 0.09998 0.08984 -0.16183 -0.08306 -0.02368 0.03872 -0.05791 0.05511 -0.00741
0 0.17136 0.47333 -0.01027 -0.03466 0.29371 -0.06058 -0.02519 -0.08764 -0.14626 -0.09562 -0.03911 0.10743 0.11083 -0.1765 -0.102 -0.03789 0.02193 -0.04766 0.06356 0.00174
1 -0.13964 0.3768 -0.09591 0.15395 -0.04184 0.34931 -0.12372 -0.097 0.00236 0.25257 -0.02848 -0.03324 -0.05345 -0.07969 0.0678 -0.17768 -0.16732 0.20193 0.02508 0.01612
0 -0.24804 -0.35281 0.61507 0.07495 0.18025 -0.10655 -0.13046 -0.10283 -0.14537 0.13833 0.00125 -0.13679 -0.1085 0.01155 -0.26317 0.12152 0.12485 0.26417 0.01929 0.0302
1 -0.29646 0.37165 -0.27814 0.06223 0.23614 -0.00846 0.05683 -0.20697 -0.03187 0.2052 -0.02345 -0.06326 -0.19278 0.12909 0.14959 0.16396 0.06299 -0.02088 0.05182 0.0527
0 -0.01572 0.03999 -0.33393 0.09567 0.25166 0.14826 -0.24776 0.06396 -0.32348 -0.07924 0.11402 -0.10834 -0.04713 -0.0544 0.05742 -0.00398 -0.06585 -0.01864 0.02588 0.01572
0 -0.36101 -0.06632 0.09786 -0.00349 -0.2693 -0.14352 0.27241 -0.00044 -0.02102 -0.10936 0.09538 -0.17354 0.05032 -0.04392 -0.12589 -0.07577 -0.27631 -0.25859 0.06047 0.55518
1 -0.26928 0.32797 0.15736 0.15987 -0.10555 -0.02696 -0.10786 0.22517 0.36847 -0.13114 -0.10165 -0.15617 0.01131 -0.00957 -0.12907 -0.15298 -0.08843 0.0719 -0.06919 -0.19577
0 0.24306 -0.05765 0.10385 -0.14024 -0.09517 -0.16603 0.09498 -0.04102 0.14373 0.00348 0.03208 -0.00919 0.07537 0.06548 0.02717 0.18962 -0.16123 0.09913 -0.1584 0.04778
0 -0.35467 0.19812 -0.13996 0.15989 -0.12952 -0.22329 -0.20703 0.36915 -0.12813 -0.02843 0.15173 0.08451 -0.15639 -0.07671 0.08341 0.08719 0.02352 0.00371 -0.04128 0.06946
0 0.40782 0.20349 0.30834 -0.14323 -0.3358 0.28241 -0.10519 -0.04933 0.10278 -0.00514 0.18118 -0.03699 -0.05092 0.00378 0.01154 0.07658 0.08439 -0.14918 0.00624 -0.00241
0 0.4983 0.14547 0.10387 -0.17899 -0.06768 -0.24383 0.03664 -0.04847 -0.04225 -0.07604 -0.03568 -0.02054 -0.08084 -0.03552 0.09457 -0.09172 -0.01868 0.04508 0.15538 -0.04866
0 0.28973 -0.01037 0.1382 0.12771 -0.1221 0.29124 0.29277 0.19577 0.00411 0.16324 -0.11325 0.05456 -0.09711 0.12474 0.07996 -0.01364 0.14309 -0.06201 -0.07513 0.05855
1 0.51681 0.11722 0.12025 -0.26277 -0.00309 -0.16431 0.09265 0.00729 0.01072 -0.08531 -0.01656 0.03461 -0.03424 0.13635 0.03369 -0.01197 -0.02272 0.07184 -0.03396 0.05384
0 -0.36297 -0.04957 -0.3703 -0.25485 0.1648 0.20993 -0.01126 -0.11884 0.00083 -0.13585 0.13737 0.02329 -0.2249 -0.00183 0.12517 0.07213 -0.00274 0.06333 -0.06817 -0.07194
0 0.54005 0.09051 0.10661 -0.26719 0.05404 -0.22978 0.11338 -0.00964 0.02478 -0.06186 0.03274 -0.00836 -0.04417 -0.00688 0.03396 0.04145 -0.11679 0.10804 -0.04988 -0.00538
1 -0.4133 0.18473 -0.06135 0.12792 -0.24451 -0.26787 -0.12842 0.35151 -0.10201 -0.02988 0.15771 0.00368 -0.09783 -0.10439 0.09136 0.03606 -0.06208 -0.00172 -0.01634 0.2393
0 0.12759 -0.38417 -0.2449 0.07294 0.13373 -0.1847 0.0369 -0.0846 0.41315 0.21946 0.26421 0.01325 0.18171 -0.09085 -0.11484 -0.01453 -0.02051 0.00337 -0.14585 -0.01691
0 0.31038 -0.07704 -0.02446 -0.03795 0.13734 -0.05781 0.372 0.2379 -0.01369 0.20704 -0.15693 0.03014 -0.04885 0.13306 0.10295 -0.06173 0.06021 0.03631 -0.11495 0.07135
0 0.12879 -0.36636 -0.31341 0.06367 0.15542 -0.17941 0.00698 -0.10867 0.39544 0.22572 0.29651 0.03758 0.13407 -0.04467 -0.10702 -0.06948 0.02454 -0.0023 -0.10114 -0.00878
1 0.29179 0.07431 0.0725 0.05161 -0.27467 0.34986 -0.10616 0.03888 0.0063 0.22017 0.03124 0.0366 -0.08664 0.01854 0.06995 -0.0559 0.1067 -0.04447 0.01987 -0.00861
0 0.37202 0.09299 0.34993 -0.1133 -0.25515 0.25738 -0.00113 -0.02251 0.10917 -0.04771 0.22066 -0.08205 -0.04739 -0.05594 -0.03714 0.25371 0.02406 -0.1193 -0.08155 0.00484
0 -0.03786 0.49688 0.14856 0.04461 -0.01226 0.3342 -0.17356 -0.09155 0.09231 0.01272 -0.01029 0.00477 0.24793 -0.086 -0.14575 -0.11264 -0.13544 0.06259 -0.13536 -0.0201
0 0.06261 0.11285 0.13555 0.20935 0.181 0.41263 0.34986 0.25814 -0.03214 0.03172 -0.00785 0.04617 0.01989 0.11875 -0.07453 -0.13452 0.02842 -0.02258 0.06365 -0.03108
0 0.53265 0.14913 0.06908 -0.28568 0.0144 -0.25486 0.054 -0.03067 0.00121 -0.04934 -0.01366 0.01374 -0.05731 0.0569 0.06401 -0.0635 -0.03614 0.07986 0.04743 -0.00506
0 0.25533 -0.2408 -0.10694 0.6184 -0.22992 0.02828 0.0476 -0.21083 -0.00409 -0.21213 -0.14667 0.16759 -0.05508 -0.01155 0.00635 0.02133 0.04825 0.03594 0.02599 0.00461
1 -0.03155 0.53356 -0.09913 -0.05824 0.30161 -0.00067 -0.1164 -0.16759 -0.0436 -0.08665 -0.07375 0.0596 0.11537 -0.05895 -0.09875 0.00232 0.04609 -0.06796 -0.00802 -0.00393
0 0.57427 0.13948 0.1267 -0.19168 0.00425 -0.2167 0.10655 -0.04056 -0.01667 -0.1096 0.01919 0.01698 -0.06323 0.04103 0.03957 0.00663 -0.08702 0.09689 -0.04255 0.00087
1 -0.08237 0.5094 -0.16075 -0.07436 0.18518 -0.06168 -0.13222 -0.23101 -0.08573 0.05753 -0.09617 0.06235 0.0434 -0.17122 -0.0587 -0.00262 0.05585 -0.04354 0.00539 0.05046
0 0.13487 -0.29851 -0.15126 -0.11198 -0.11703 -0.03766 -0.11651 0.12926 -0.04347 0.18977 -0.23501 -0.23616 0.18619 -0.16372 0.01348 0.28785 -0.19408 -0.0951 0.08338 -0.16409
1 0.54385 0.0654 0.08765 -0.26766 0.00413 -0.16301 0.01547 -0.0439 0.05852 -0.06805 0.04967 -0.01159 -0.03853 -0.0031 0.00021 0.05083 -0.08929 0.07632 -0.04956 0.00771
0 -0.3194 -0.37778 0.64511 0.02909 0.1867 -0.12691 -0.15446 -0.15917 -0.03549 0.16468 -0.11126 0.08051 -0.09687 -0.01068 0.06034 -0.05816 -0.05205 -0.08301 -0.05268 -0.01447
0 -0.28908 -0.00168 -0.01622 -0.04462 -0.34006 -0.17718 -0.16271 0.37338 -0.28048 0.05142 0.22834 0.35178 0.1512 0.09095 0.00222 0.07773 -0.05479 0.06399 -0.02768 -0.13456
1 -0.13676 0.01637 0.2214 0.06963 0.11605 -0.04355 0.12105 0.03704 0.02907 -0.19409 0.07268 -0.02529 0.18242 0.07288 -0.06517 -0.05409 0.07181 -0.04744 0.31162 -0.09686
0 -0.3416 -0.36693 0.59858 -0.00655 0.18558 -0.08403 -0.1465 -0.14683 0.01213 0.05982 -0.12423 0.1797 -0.05356 -0.0066 0.26565 -0.17055 -0.11878 -0.25641 -0.07692 -0.05675
0 -0.35992 -0.10733 0.03537 -0.09809 -0.18421 -0.01301 0.24519 -0.1011 -0.04795 -0.18475 0.04167 -0.22304 0.2087 -0.13407 0.2363 -0.13048 0.23764 0.10057 -0.09475 0.00811
0 -0.42526 -0.11655 -0.14779 -0.28 -0.35171 -0.00613 0.2857 -0.18383 -0.16739 0.01593 -0.08223 0.01101 -0.05705 0.10967 -0.27343 -0.09245 -0.0273 -0.04604 -0.05853 -0.14523
0 -0.41999 -0.10125 -0.13669 -0.24227 -0.39941 -0.07954 0.27799 -0.17791 -0.20993 0.05255 -0.00848 -0.10391 0.01314 0.03099 -0.26831 -0.22238 -0.00318 -0.1468 0.03797 -0.10575
0 0.2151 -0.02889 0.1496 0.14669 -0.05726 0.27783 0.32575 0.2018 -0.04696 0.21292 -0.10907 -0.00785 -0.04906 -0.19979 0.06826 0.14316 0.01497 -0.05253 -0.06119 -0.04186
0 -0.05693 0.514 0.08706 0.05039 -0.07233 0.27683 -0.20033 -0.14163 0.04784 0.12411 -0.05007 0.02935 0.19732 -0.17896 -0.09818 -0.13138 -0.13537 0.09994 -0.11149 0.03825
0 -0.01302 0.52968 -0.07355 -0.05467 0.33969 -0.06091 -0.04231 -0.13539 -0.06269 -0.07692 -0.09136 0.06568 0.12074 -0.04947 -0.08213 0.02804 0.06899 -0.09225 0.01979 -0.00236
0 -0.49544 -0.05901 -0.17562 -0.26243 -0.26552 0.04233 0.31643 -0.24241 -0.14465 -0.11396 -0.0185 -0.12196 -0.20052 -0.04439 -0.12187 -0.01826 -0.08305 -0.03007 -0.1662 -0.02578
0 -0.42924 0.18075 -0.01578 0.13937 -0.22151 -0.26132 -0.06731 0.30868 -0.00066 -0.06204 0.11701 -0.08592 -0.11858 -0.08332 0.08658 0.02914 -0.08495 -0.01615 -0.01499 0.30083
0 -0.24874 -0.18946 0.23087 -0.02626 0.07229 -0.0255 0.05643 -0.03085 0.13802 -0.10696 0.05112 0.10931 0.12202 -0.01016 0.1723 -0.05043 -0.04204 -0.13185 0.13854 -0.00982
0 -0.16754 -0.0894 0.14219 0.21972 -0.01377 0.00154 0.12903 0.00084 0.03873 -0.15119 0.06637 -0.00464 0.13154 0.04718 -0.01825 -0.02035 0.00611 0.02831 0.3404 -0.03724
0 0.16559 -0.08563 0.0658 0.05234 0.34945 0.08409 0.46515 0.33911 -0.09361 0.0995 0.02027 0.05745 -0.00468 -0.0495 -0.054 -0.06383 0.03081 -0.00822 -0.05638 0.03831
0 -0.29022 0.42538 -0.01325 0.08731 -0.04399 -0.29118 -0.17529 0.2396 0.10032 -0.05904 -0.07159 0.12003 -0.07991 -0.19479 -0.10951 0.06227 0.22956 -0.11616 -0.14585 -0.02466
1 0.25528 -0.07499 0.02191 0.07526 0.15846 -0.01704 0.43383 0.23954 -0.09743 0.2495 -0.1597 -0.02346 -0.0159 -0.24471 0.10493 0.12349 -0.07648 0.00751 -0.1119 -0.06542
0 -0.26949 0.44376 -0.22058 0.05234 0.22406 -0.00517 -0.02018 -0.17304 -0.05214 0.16793 -0.06148 -0.06086 -0.09346 0.12067 0.121 0.138 0.04071 -0.00675 0.0036 0.05573
0 -0.29927 0.38137 0.03988 0.12608 0.02992 -0.23052 -0.09731 0.23034 0.32458 -0.21263 -0.13973 -0.12826 -0.1101 0.00248 -0.12007 -0.02687 0.13083 -0.11527 -0.02664 -0.16533
0 0.16226 0.00685 0.03887 0.13021 0.38872 0.13271 0.48916 0.32268 -0.12971 0.05377 0.00503 0.07085 -0.00272 0.02615 -0.05701 -0.09978 0.04513 -0.04062 -0.01016 0.01274
0 0.24818 -0.24783 -0.09185 0.62079 -0.18412 0.04879 0.08589 -0.20278 0.00345 -0.22392 -0.10833 0.1718 -0.03607 -0.04609 -0.03346 0.07776 0.00982 0.04793 -0.04588 0.00486
0 -0.41402 -0.15318 -0.21355 -0.35405 -0.33369 0.04135 0.23915 -0.15555 -0.14603 0.00363 -0.12368 0.04945 -0.08642 0.05705 -0.26564 -0.10368 -0.00522 -0.02321 -0.01585 -0.13514
0 0.2108 -0.22139 -0.09308 0.56758 -0.247 0.00352 0.02511 -0.19657 -0.01395 -0.18097 -0.15609 0.13256 -0.05428 -0.04035 0.0389 -0.01045 0.048 0.01982 0.11949 -0.00868
1 -0.22611 0.53988 -0.14295 -0.00853 0.19364 -0.05422 -0.1044 -0.2515 -0.00422 0.05368 -0.14288 0.02423 0.0749 0.00725 -0.05168 0.10455 0.05644 -0.04679 -0.08077 0.06838
0 -0.35374 0.25013 0.06765 0.13227 -0.08506 -0.24504 -0.01644 0.18796 0.30151 -0.14528 -0.11407 -0.20906 -0.12089 -0.03211 -0.06304 -0.03708 0.01861 -0.10012 0.0356 0.03036
1 0.43155 0.17972 0.02057 -0.25607 -0.04146 -0.17186 -0.07955 -0.06301 -0.04327 0.02463 -0.00925 0.08407 -0.01469 -0.01333 0.01758 -0.04828 0.03107 0.03971 0.04177 0.00343
0 -0.2901 -0.05549 0.07977 -0.02572 -0.1713 -0.04021 0.0752 0.00516 -0.14693 -0.1421 0.09906 -0.29638 0.43299 -0.17893 0.41556 -0.15414 0.37091 0.20514 -0.06312 0.0183
1 -0.30369 -0.28779 -0.19619 -0.38513 0.04774 0.24578 0.01667 0.03469 0.08089 -0.17712 -0.11358 0.17812 -0.08726 -0.18819 0.04316 0.06553 -0.0047 0.10058 0.03027 0.01244
0 0.02096 -0.40519 -0.31301 -0.3561 0.01132 0.08811 -0.15102 0.09571 0.22993 0.09207 -0.12578 0.07077 0.04757 0.0369 -0.06651 -0.05422 0.10825 0.02894 0.0834 0.07829
0 -0.24498 -0.22186 0.3362 0.0245 0.03791 -0.08994 0.04414 -0.04893 0.10342 0.04 -0.00969 0.07462 0.09364 -0.02647 0.0778 0.02667 -0.06622 -0.0752 0.10407 0.04799
0 0.16436 -0.25552 -0.29266 -0.15602 -0.02607 0.03502 -0.26406 0.17696 -0.17936 0.111 -0.12887 -0.08739 0.03243 0.08525 0.00108 -0.00264 0.04724 -0.03479 -0.01585 0.01043
0 0.12895 0.04389 0.16628 0.20035 0.15479 0.40971 0.38952 0.29378 -0.0656 0.0579 0.01025 0.06445 -0.01458 0.04316 -0.09025 -0.0933 0.06996 -0.0338 0.02163 0.00584
1 0.32605 0.00987 0.09566 0.04228 -0.29985 0.30454 -0.08557 0.03352 0.05529 0.14763 0.00548 -0.06548 -0.12363 -0.00327 0.09348 -0.0787 0.13088 -0.11194 0.13004 -0.03972
0 0.41205 0.19003 0.31698 -0.14195 -0.32826 0.28266 -0.09569 -0.04256 0.10381 -0.01571 0.18907 -0.04603 -0.05691 0.00015 0.00937 0.08742 0.09098 -0.15173 0.00768 -0.00386
1 -0.28297 0.17037 0.03809 0.10101 0.12269 -0.01249 0.11639 -0.03109 0.15813 -0.09304 -0.05159 -0.09112 0.20142 0.50508 0.08341 0.23358 -0.01656 -0.08343 0.11654 -0.10878
0 -0.4169 -0.10955 -0.18531 -0.28131 -0.39036 -0.06041 0.23824 -0.16813 -0.20212 0.06501 -0.01998 -0.05984 -0.01267 0.044 -0.25898 -0.19486 0.01073 -0.11485 0.0339 -0.14324
1 -0.32314 0.42996 0.03422 0.1581 -0.00749 -0.29953 -0.13302 0.24203 0.19242 -0.0893 -0.14636 0.03545 -0.06419 -0.1387 -0.10685 0.09294 0.24697 -0.14218 -0.14544 -0.00854
0 0.25337 -0.32206 -0.2838 -0.16322 0.00609 0.0434 -0.26127 0.17972 -0.08427 0.05715 -0.17046 -0.16676 0.02715 0.13075 -0.01948 -0.02424 0.04276 -0.05578 -0.02334 0.04934
0 -0.0466 -0.20811 -0.1352 0.15351 0.25338 -0.06156 0.21508 -0.02293 0.2515 0.11164 0.35608 0.09528 0.08537 -0.06091 -0.03583 -0.04695 0.02899 -0.04579 0.05852 -0.01659
0 0.53526 0.14815 0.07081 -0.2849 0.02056 -0.25304 0.05573 -0.02876 0.00059 -0.05203 -0.01086 0.01059 -0.05922 0.0453 0.06135 -0.06168 -0.03865 0.07941 0.04821 -0.00808
1 0.13795 -0.36377 -0.32109 0.05316 0.11575 -0.19566 -0.00334 -0.1141 0.3906 0.23902 0.25733 0.03406 0.13109 -0.00303 -0.10192 -0.09694 0.04801 -0.00253 -0.08481 -0.00361
1 -0.39362 -0.03176 -0.0633 -0.10076 -0.38708 -0.19759 0.03567 0.20755 -0.21547 0.06002 0.1992 0.29113 0.07055 0.10203 -0.11861 -0.00154 -0.0671 0.00317 -0.00244 -0.1175
0 -0.3343 -0.06755 0.1238 0.02274 -0.23524 -0.13763 0.25895 0.00237 0.01677 -0.11012 0.08619 -0.18607 0.06839 -0.03322 -0.09821 -0.05527 -0.27966 -0.25384 0.07416 0.58656
0 -0.42083 -0.14468 -0.24962 -0.35128 0.02203 0.24559 0.11542 -0.10222 0.03169 -0.26355 -0.036 0.09212 -0.20716 -0.04253 0.08641 0.09185 -0.02207 0.1189 -0.12667 -0.05239
0 -0.49473 -0.03977 -0.18481 -0.24998 -0.18825 0.07934 0.27385 -0.22637 -0.09613 -0.15945 -0.00526 -0.09658 -0.25402 -0.04028 -0.04792 0.03346 -0.08708 0.0119 -0.18712 -0.02124
0 -0.28185 -0.05043 0.1457 0.06305 -0.13627 -0.09838 0.15708 0.03137 0.10383 -0.07666 0.0329 -0.08615 0.11725 0.08525 0.03128 0.09341 -0.13055 -0.03136 0.04748 0.11936
0 -0.32891 -0.39706 0.64144 3e-05 0.23584 -0.08259 -0.18523 -0.14846 -0.02957 0.0712 -0.07778 0.12262 -0.08019 0.0009 0.16687 -0.15294 -0.06532 -0.16714 -0.06798 -0.0545
0 -0.31364 0.24434 0.03327 0.25272 -0.05987 -0.02799 -0.01959 0.24518 0.35893 -0.05415 -0.0653 -0.20395 -0.22664 0.08505 0.02035 -0.17854 -0.12407 0.15781 0.13098 -0.17919
0 0.56686 0.17207 0.10565 -0.19735 -0.02137 -0.2351 0.06222 -0.05104 -0.0332 -0.09803 -0.01049 0.01812 -0.07319 0.03591 0.06198 -0.04994 -0.04422 0.07565 0.03537 -0.01406
0 0.41344 0.17479 0.32453 -0.13985 -0.30862 0.28793 -0.06875 -0.04446 0.1095 -0.02214 0.20209 -0.03874 -0.04956 0.00979 -0.00958 0.13701 0.06117 -0.13978 -0.04818 0.01505
0 0.54367 0.11566 0.09326 -0.2772 0.04756 -0.23448 0.09751 -0.01725 0.01966 -0.0629 0.01909 0.01093 -0.0477 0.04948 0.0411 -0.00601 -0.08289 0.10135 -0.02786 0.00931
1 0.37637 0.02446 0.09425 0.04397 -0.27999 0.36196 -0.07673 0.03746 0.0717 0.14965 0.02885 -0.02412 -0.12423 0.07461 0.06623 -0.04737 0.12561 -0.09281 0.01929 -0.00336
0 -0.35552 0.35854 -0.22709 0.08644 0.09001 -0.05691 0.004 -0.21709 -0.02626 0.21818 -0.02295 -0.11736 -0.21978 0.01471 0.12495 0.08876 0.0138 -0.00125 0.06664 0.11869
0 0.33583 -0.06128 -0.00137 0.04147 0.11091 -0.04429 0.3963 0.2277 -0.04867 0.17957 -0.17042 0.04069 -0.06211 0.13081 0.10588 -0.06146 0.05877 0.03104 -0.12888 0.06211
0 0.54117 0.13294 0.08134 -0.28212 0.02822 -0.24936 0.06613 -0.01819 0.00496 -0.06181 -0.00174 0.00154 -0.06087 0.03917 0.06011 -0.05708 -0.04043 0.08152 0.04416 -0.01066
1 -0.33312 0.17563 -0.12337 0.08238 0.08647 -0.05856 0.10742 -0.24729 0.04723 0.19814 0.06865 -0.04321 -0.03745 0.29673 0.18208 0.32061 0.03048 0.01296 0.03198 0.0805
0 0.55773 0.13673 0.13586 -0.17353 0.05353 -0.19099 0.12531 -0.02636 -0.02568 -0.12599 0.0468 0.01381 -0.04983 -0.01033 0.00361 0.04077 -0.10828 0.09791 -0.0695 -0.00642
0 0.10086 -0.20018 -0.04063 0.04498 0.34157 0.20504 -0.21365 0.1764 -0.2217 -0.23635 0.19137 -0.13919 0.01438 0.07318 -0.13485 -0.03754 -0.06931 -0.03197 -0.08391 0.04124
0 0.04211 -0.31611 0.07574 -0.09755 0.29056 0.18337 -0.25051 0.19339 -0.15759 -0.17214 0.11038 -0.11077 0.01032 0.00871 -0.12945 0.02116 -0.06122 -0.00847 -0.08989 0.07052
0 0.08899 0.0829 0.01046 0.14075 0.40962 0.14585 0.44256 0.27229 -0.10407 0.01617 -0.00427 0.05531 0.01548 0.11206 -0.0381 -0.10267 0.04987 -0.06887 0.05457 -0.01635
1 -0.31725 0.2984 0.07697 0.2275 -0.09821 0.00279 -0.08778 0.29196 0.3759 -0.07798 -0.07126 -0.22031 -0.17014 0.07042 -0.01354 -0.2143 -0.1624 0.18208 0.04594 -0.20893
1 0.13039 -0.28182 0.03587 0.04197 0.2886 0.15388 -0.19661 0.18507 -0.21125 -0.17129 0.15901 -0.15315 0.00958 0.01244 -0.17865 0.00685 -0.05837 -0.00607 -0.09373 0.05364
0 0.23036 -0.27142 -0.05323 0.57831 -0.18252 0.02924 0.11975 -0.18555 0.03082 -0.21515 -0.10633 0.13784 -0.01016 -0.07648 -0.04652 0.14097 -0.00816 0.03807 -0.11133 -0.01292
0 0.56412 0.1729 0.10394 -0.19842 -0.02713 -0.23693 0.06022 -0.05283 -0.0322 -0.09516 -0.01324 0.02132 -0.07125 0.04729 0.06517 -0.05182 -0.04185 0.07595 0.03453 -0.01087
0 0.05769 -0.20549 -0.04518 0.00294 -0.08526 -0.02046 -0.09975 0.09544 -0.12793 0.11258 -0.12827 -0.28599 0.20891 -0.31128 0.05776 0.33986 -0.27585 -0.11479 0.16417 -0.25643
1 0.53526 0.12683 0.04599 -0.28715 -0.04126 -0.18642 -0.04393 -0.06345 0.03164 -0.05123 0.00195 0.01177 -0.05236 0.06208 0.03094 -0.06408 -0.00691 0.04854 0.04894 0.00513
0 0.25152 -0.23278 -0.11226 0.61718 -0.23476 0.02694 0.03996 -0.21499 -0.00704 -0.20464 -0.14937 0.17199 -0.05697 -0.00672 0.0121 0.01602 0.0456 0.03839 0.03386 0.00774
0 0.34733 -0.28285 -0.3069 0.31832 -0.00995 -0.20709 -0.09476 -0.11172 -0.00207 0.01419 -0.02183 -0.0614 0.01874 0.08663 -0.02349 -0.09991 0.00578 -0.02846 -0.07703 -0.0121
0 0.35329 0.17444 0.2892 -0.12909 -0.34626 0.2321 -0.1077 -0.04477 0.0876 0.00769 0.14849 -0.06498 -0.05693 -0.04943 0.04604 0.0305 0.09967 -0.15902 0.10996 -0.03215
0 -0.26558 -0.03129 0.07106 0.0103 -0.15623 -0.04457 0.04444 0.01563 -0.15313 -0.11981 0.09795 -0.29076 0.41295 -0.17291 0.40346 -0.1394 0.3471 0.2009 -0.03688 0.04011
1 0.37851 0.02295 0.09642 0.04576 -0.27485 0.3656 -0.07554 0.03919 0.0715 0.14715 0.03122 -0.0277 -0.12656 0.06416 0.06342 -0.0448 0.12393 -0.09336 0.01991 -0.00595
0 -0.33804 -0.1123 -0.03623 -0.17484 0.06186 0.17117 0.05688 -0.01979 0.11211 -0.30579 0.02934 0.10753 0.02171 0.2024 0.1522 0.12313 -0.07361 0.0661 -0.11069 -0.06641
